school_id,class_id,section_id,student_id,treatment,test_score,post
4.0,1.0,2.0,30.0,Control,45.3946,Post
4.0,1.0,2.0,31.0,T1,79.16189,Post
4.0,1.0,2.0,32.0,Control,70.18625,Post
4.0,1.0,2.0,33.0,T1,71.77851,Post
4.0,1.0,2.0,34.0,T1,84.68752,Post
4.0,1.0,2.0,35.0,T1,67.82457,Post
4.0,1.0,2.0,36.0,Control,85.535484,Post
4.0,1.0,2.0,37.0,T1,55.08766,Post
4.0,1.0,2.0,38.0,Control,61.650482,Post
4.0,2.0,1.0,1.0,T2,50.65879,Post
4.0,2.0,1.0,2.0,T1,47.870037,Post
4.0,2.0,1.0,3.0,T1,61.16082,Post
4.0,2.0,1.0,4.0,T1,75.2602,Post
4.0,2.0,1.0,5.0,T2,54.44413,Post
4.0,2.0,1.0,6.0,Control,62.97975,Post
4.0,2.0,1.0,7.0,T1,73.84523,Post
4.0,2.0,1.0,8.0,T1,71.19102,Post
4.0,2.0,1.0,9.0,T2,41.436047,Post
4.0,2.0,1.0,10.0,T1,56.48056,Post
4.0,2.0,1.0,11.0,T1,64.13343,Post
4.0,2.0,1.0,12.0,T1,84.22743,Post
4.0,2.0,1.0,13.0,Control,62.23487,Post
4.0,2.0,1.0,14.0,T2,56.067772,Post
4.0,2.0,1.0,15.0,Control,47.662838,Post
4.0,2.0,1.0,16.0,T2,61.284977,Post
4.0,2.0,1.0,17.0,Control,46.81416,Post
4.0,2.0,1.0,18.0,T2,62.640877,Post
4.0,2.0,1.0,19.0,T1,70.767426,Post
4.0,2.0,1.0,20.0,T1,66.91656,Post
4.0,2.0,1.0,21.0,Control,70.46661,Post
4.0,2.0,1.0,22.0,T1,64.49491,Post
4.0,2.0,1.0,23.0,T1,64.44484,Post
4.0,2.0,1.0,24.0,T2,55.607883,Post
4.0,2.0,1.0,25.0,T1,68.08118,Post
4.0,2.0,1.0,26.0,T2,54.66731,Post
4.0,2.0,1.0,27.0,Control,74.814674,Post
4.0,2.0,1.0,28.0,Control,63.850456,Post
4.0,2.0,1.0,29.0,T2,61.890217,Post
4.0,2.0,1.0,30.0,Control,48.76746,Post
4.0,2.0,1.0,31.0,T2,67.10627,Post
4.0,2.0,1.0,32.0,Control,60.69554,Post
4.0,2.0,1.0,33.0,T2,58.58027,Post
4.0,2.0,1.0,34.0,Control,69.94234,Post
4.0,2.0,1.0,35.0,T1,68.94025,Post
4.0,2.0,1.0,36.0,Control,54.77451,Post
4.0,2.0,1.0,37.0,Control,95.10763,Post
4.0,2.0,2.0,1.0,T2,50.75409,Post
4.0,2.0,2.0,2.0,Control,54.881752,Post
4.0,2.0,2.0,3.0,T2,65.25772,Post
4.0,2.0,2.0,4.0,T1,59.807503,Post
4.0,2.0,2.0,5.0,T2,46.302822,Post
4.0,2.0,2.0,6.0,T2,59.63268,Post
4.0,2.0,2.0,7.0,T1,83.03952,Post
4.0,2.0,2.0,8.0,T1,74.500336,Post
4.0,2.0,2.0,9.0,Control,72.318855,Post
4.0,2.0,2.0,10.0,Control,66.28198,Post
4.0,2.0,2.0,11.0,T1,65.087296,Post
4.0,2.0,2.0,12.0,T1,59.56475,Post
4.0,2.0,2.0,13.0,T1,75.46559,Post
4.0,2.0,2.0,14.0,T1,84.03253,Post
4.0,2.0,2.0,15.0,Control,51.726643,Post
4.0,2.0,2.0,16.0,Control,68.08855,Post
4.0,2.0,2.0,17.0,T2,37.479404,Post
4.0,2.0,2.0,18.0,T2,66.869835,Post
4.0,2.0,2.0,19.0,Control,74.86929,Post
4.0,2.0,2.0,20.0,Control,63.360806,Post
4.0,2.0,2.0,21.0,Control,75.683556,Post
4.0,2.0,2.0,22.0,T2,52.512928,Post
4.0,2.0,2.0,23.0,T1,89.88714,Post
4.0,2.0,2.0,24.0,T2,35.478058,Post
4.0,2.0,2.0,25.0,Control,97.50284,Post
4.0,2.0,2.0,26.0,T1,73.58223,Post
4.0,2.0,2.0,27.0,T1,68.821014,Post
4.0,2.0,2.0,28.0,T1,82.177536,Post
4.0,2.0,2.0,29.0,T1,71.89719,Post
4.0,2.0,2.0,30.0,Control,69.644745,Post
4.0,2.0,2.0,31.0,T2,75.255424,Post
4.0,2.0,2.0,32.0,T1,61.96205,Post
4.0,2.0,2.0,33.0,T1,70.72157,Post
4.0,2.0,2.0,34.0,Control,52.27234,Post
4.0,2.0,2.0,35.0,T1,78.53505,Post
4.0,2.0,2.0,36.0,T1,74.004845,Post
4.0,2.0,2.0,37.0,T2,57.68935,Post
4.0,2.0,2.0,38.0,Control,69.31095,Post
5.0,1.0,1.0,1.0,T2,88.49232,Post
5.0,1.0,1.0,2.0,Control,80.042984,Post
5.0,1.0,1.0,3.0,T1,61.77645,Post
5.0,1.0,1.0,4.0,T2,61.92116,Post
5.0,1.0,1.0,5.0,Control,48.32864,Post
5.0,1.0,1.0,6.0,T2,63.159992,Post
5.0,1.0,1.0,7.0,T1,82.09485,Post
5.0,1.0,1.0,8.0,T2,67.586624,Post
5.0,1.0,1.0,9.0,T1,68.75447,Post
5.0,1.0,1.0,10.0,T2,53.800312,Post
5.0,1.0,1.0,11.0,T1,80.21329,Post
5.0,1.0,1.0,12.0,T2,54.502647,Post
5.0,1.0,1.0,13.0,T1,63.23243,Post
5.0,1.0,1.0,14.0,T2,48.76933,Post
5.0,1.0,1.0,15.0,T1,69.40166,Post
5.0,1.0,1.0,16.0,T2,59.4922,Post
5.0,1.0,1.0,17.0,T2,69.77757,Post
5.0,1.0,1.0,18.0,Control,99.79664,Post
5.0,1.0,1.0,19.0,T1,85.350555,Post
5.0,1.0,1.0,20.0,Control,73.41499,Post
5.0,1.0,1.0,21.0,Control,81.3737,Post
5.0,1.0,1.0,22.0,Control,50.76796,Post
5.0,1.0,1.0,23.0,Control,65.74332,Post
5.0,1.0,1.0,24.0,T2,69.4767,Post
5.0,1.0,1.0,25.0,Control,68.26226,Post
5.0,1.0,1.0,26.0,T2,61.23344,Post
5.0,1.0,1.0,27.0,T1,66.69814,Post
5.0,1.0,1.0,28.0,Control,38.156895,Post
5.0,1.0,1.0,29.0,T1,54.991043,Post
5.0,1.0,1.0,30.0,T2,70.174515,Post
5.0,1.0,1.0,31.0,Control,91.42759,Post
5.0,1.0,1.0,32.0,T1,72.808105,Post
5.0,1.0,1.0,33.0,T2,46.993633,Post
5.0,1.0,1.0,34.0,T2,57.23449,Post
5.0,1.0,1.0,35.0,T2,77.52496,Post
5.0,1.0,1.0,36.0,Control,63.366673,Post
5.0,1.0,1.0,37.0,T1,53.37491,Post
5.0,1.0,2.0,1.0,Control,57.562523,Post
5.0,1.0,2.0,2.0,T1,75.11901,Post
5.0,1.0,2.0,3.0,T2,64.62138,Post
5.0,1.0,2.0,4.0,Control,76.55469,Post
5.0,1.0,2.0,5.0,T1,76.92662,Post
5.0,1.0,2.0,6.0,Control,71.63157,Post
5.0,1.0,2.0,7.0,Control,60.9466,Post
5.0,1.0,2.0,8.0,T2,59.95067,Post
5.0,1.0,2.0,9.0,T2,41.198315,Post
5.0,1.0,2.0,10.0,T2,55.329033,Post
5.0,1.0,2.0,11.0,Control,74.66633,Post
5.0,1.0,2.0,12.0,T1,64.12201,Post
5.0,1.0,2.0,13.0,T2,66.92773,Post
5.0,1.0,2.0,14.0,T1,69.14917,Post
5.0,1.0,2.0,15.0,T1,75.27959,Post
5.0,1.0,2.0,16.0,Control,52.981476,Post
5.0,1.0,2.0,17.0,Control,76.304794,Post
5.0,1.0,2.0,18.0,T1,69.73566,Post
5.0,1.0,2.0,19.0,T2,51.18558,Post
5.0,1.0,2.0,20.0,T2,62.507404,Post
5.0,1.0,2.0,21.0,T2,65.17179,Post
5.0,1.0,2.0,22.0,T2,57.707256,Post
5.0,1.0,2.0,23.0,Control,73.5019,Post
5.0,1.0,2.0,24.0,T1,76.57842,Post
5.0,1.0,2.0,25.0,Control,50.50329,Post
5.0,1.0,2.0,26.0,T2,58.98808,Post
5.0,1.0,2.0,27.0,Control,65.918846,Post
5.0,1.0,2.0,28.0,T2,49.136364,Post
5.0,1.0,2.0,29.0,T1,68.4837,Post
5.0,1.0,2.0,30.0,T2,69.91727,Post
5.0,1.0,2.0,31.0,T1,51.64012,Post
5.0,1.0,2.0,32.0,T1,49.806694,Post
5.0,1.0,2.0,33.0,T2,61.627644,Post
5.0,1.0,2.0,34.0,T1,52.802322,Post
5.0,1.0,2.0,35.0,T1,70.45205,Post
5.0,1.0,2.0,36.0,Control,60.96714,Post
5.0,1.0,2.0,37.0,T1,60.746357,Post
5.0,1.0,2.0,38.0,T2,68.79588,Post
5.0,2.0,1.0,1.0,Control,61.862843,Post
5.0,2.0,1.0,2.0,Control,66.04631,Post
5.0,2.0,1.0,3.0,Control,44.427536,Post
5.0,2.0,1.0,4.0,Control,91.11858,Post
5.0,2.0,1.0,5.0,T2,45.032322,Post
5.0,2.0,1.0,6.0,T2,59.095222,Post
5.0,2.0,1.0,7.0,Control,48.75324,Post
5.0,2.0,1.0,8.0,T2,66.54514,Post
5.0,2.0,1.0,9.0,T2,56.372562,Post
5.0,2.0,1.0,10.0,T2,54.468037,Post
5.0,2.0,1.0,11.0,T1,46.51996,Post
5.0,2.0,1.0,12.0,T2,49.557198,Post
5.0,2.0,1.0,13.0,T2,45.75406,Post
5.0,2.0,1.0,14.0,Control,71.07362,Post
5.0,2.0,1.0,15.0,T2,63.153954,Post
5.0,2.0,1.0,16.0,T1,84.88605,Post
5.0,2.0,1.0,17.0,Control,75.020775,Post
5.0,2.0,1.0,18.0,Control,59.68342,Post
5.0,2.0,1.0,19.0,T2,55.77917,Post
5.0,2.0,1.0,20.0,Control,72.34303,Post
5.0,2.0,1.0,21.0,T1,78.994934,Post
5.0,2.0,1.0,22.0,Control,74.27989,Post
5.0,2.0,1.0,23.0,T2,58.825638,Post
5.0,2.0,1.0,24.0,T2,50.70629,Post
5.0,2.0,1.0,25.0,Control,76.56924,Post
5.0,2.0,1.0,26.0,T1,87.45122,Post
5.0,2.0,1.0,27.0,T1,75.28941,Post
5.0,2.0,1.0,28.0,T1,82.89116,Post
5.0,2.0,1.0,29.0,T1,77.30214,Post
5.0,2.0,1.0,30.0,T2,47.990005,Post
5.0,2.0,1.0,31.0,T2,54.52377,Post
5.0,2.0,1.0,32.0,T2,49.469135,Post
5.0,2.0,1.0,33.0,T2,41.77264,Post
5.0,2.0,1.0,34.0,T2,64.67621,Post
5.0,2.0,1.0,35.0,T1,80.76971,Post
5.0,2.0,1.0,36.0,Control,48.84123,Post
5.0,2.0,1.0,37.0,T1,53.211147,Post
5.0,2.0,2.0,1.0,T2,69.55633,Post
5.0,2.0,2.0,2.0,T2,63.36416,Post
5.0,2.0,2.0,3.0,T1,68.44757,Post
5.0,2.0,2.0,4.0,T1,72.27498,Post
5.0,2.0,2.0,5.0,T1,92.367744,Post
5.0,2.0,2.0,6.0,T2,43.670616,Post
5.0,2.0,2.0,7.0,Control,70.79322,Post
5.0,2.0,2.0,8.0,T2,60.862186,Post
5.0,2.0,2.0,9.0,T1,51.250748,Post
5.0,2.0,2.0,10.0,T2,53.17367,Post
5.0,2.0,2.0,11.0,T2,42.634605,Post
5.0,2.0,2.0,12.0,T2,65.54706,Post
5.0,2.0,2.0,13.0,Control,48.175987,Post
5.0,2.0,2.0,14.0,T1,55.600063,Post
5.0,2.0,2.0,15.0,T1,74.3442,Post
5.0,2.0,2.0,16.0,T2,71.608315,Post
5.0,2.0,2.0,17.0,T2,64.388084,Post
5.0,2.0,2.0,18.0,T2,55.92933,Post
5.0,2.0,2.0,19.0,T1,55.56949,Post
5.0,2.0,2.0,20.0,Control,48.118465,Post
5.0,2.0,2.0,21.0,T1,91.13958,Post
5.0,2.0,2.0,22.0,Control,52.15261,Post
5.0,2.0,2.0,23.0,Control,96.36693,Post
5.0,2.0,2.0,24.0,Control,89.069824,Post
5.0,2.0,2.0,25.0,T2,49.374798,Post
5.0,2.0,2.0,26.0,T1,68.54664,Post
5.0,2.0,2.0,27.0,T1,59.05213,Post
5.0,2.0,2.0,28.0,T2,57.247902,Post
5.0,2.0,2.0,29.0,Control,44.5084,Post
5.0,2.0,2.0,30.0,Control,66.70192,Post
5.0,2.0,2.0,31.0,T1,62.858727,Post
5.0,2.0,2.0,32.0,Control,82.428986,Post
5.0,2.0,2.0,33.0,Control,74.07128,Post
5.0,2.0,2.0,34.0,T1,68.29557,Post
5.0,2.0,2.0,35.0,T2,59.040665,Post
5.0,2.0,2.0,36.0,T2,74.57273,Post
5.0,2.0,2.0,37.0,Control,56.703472,Post
5.0,2.0,2.0,38.0,Control,86.76633,Post
6.0,1.0,1.0,1.0,T2,61.957436,Post
6.0,1.0,1.0,2.0,T2,55.680916,Post
6.0,1.0,1.0,3.0,Control,90.72944,Post
6.0,1.0,1.0,4.0,T1,49.380527,Post
6.0,1.0,1.0,5.0,Control,60.855526,Post
6.0,1.0,1.0,6.0,Control,49.300423,Post
6.0,1.0,1.0,7.0,Control,90.1841,Post
6.0,1.0,1.0,8.0,T2,49.742,Post
6.0,1.0,1.0,9.0,Control,58.612324,Post
6.0,1.0,1.0,10.0,T2,38.851494,Post
6.0,1.0,1.0,11.0,Control,64.138954,Post
6.0,1.0,1.0,12.0,T2,59.97077,Post
6.0,1.0,1.0,13.0,Control,29.300339,Post
6.0,1.0,1.0,14.0,Control,62.409176,Post
6.0,1.0,1.0,15.0,Control,77.35345,Post
6.0,1.0,1.0,16.0,T2,51.164043,Post
6.0,1.0,1.0,17.0,T1,73.3929,Post
6.0,1.0,1.0,18.0,T2,57.391727,Post
6.0,1.0,1.0,19.0,Control,66.66316,Post
6.0,1.0,1.0,20.0,T2,75.615555,Post
6.0,1.0,1.0,21.0,T1,49.148808,Post
6.0,1.0,1.0,22.0,T2,51.334564,Post
6.0,1.0,1.0,23.0,T1,79.017136,Post
6.0,1.0,1.0,24.0,T1,61.780914,Post
6.0,1.0,1.0,25.0,T1,57.976624,Post
6.0,1.0,1.0,26.0,T2,52.348164,Post
6.0,1.0,1.0,27.0,T1,75.62927,Post
6.0,1.0,1.0,28.0,T1,63.51754,Post
6.0,1.0,1.0,29.0,T2,44.316673,Post
6.0,1.0,1.0,30.0,T2,66.4447,Post
6.0,1.0,1.0,31.0,T1,74.66503,Post
6.0,1.0,1.0,32.0,Control,63.118023,Post
6.0,1.0,1.0,33.0,Control,71.550934,Post
6.0,1.0,1.0,34.0,Control,60.590622,Post
6.0,1.0,1.0,35.0,Control,70.62409,Post
6.0,1.0,1.0,36.0,T2,61.74688,Post
6.0,1.0,1.0,37.0,T1,66.37953,Post
6.0,1.0,2.0,1.0,T1,76.88606,Post
6.0,1.0,2.0,2.0,Control,67.981674,Post
6.0,1.0,2.0,3.0,T1,61.953686,Post
6.0,1.0,2.0,4.0,Control,64.824486,Post
6.0,1.0,2.0,5.0,T1,83.90077,Post
6.0,1.0,2.0,6.0,T1,88.863556,Post
6.0,1.0,2.0,7.0,Control,60.596027,Post
6.0,1.0,2.0,8.0,T1,46.38648,Post
6.0,1.0,2.0,9.0,Control,74.949425,Post
6.0,1.0,2.0,10.0,Control,67.27117,Post
6.0,1.0,2.0,11.0,Control,85.11637,Post
6.0,1.0,2.0,12.0,T2,75.74031,Post
6.0,1.0,2.0,13.0,T2,67.49417,Post
6.0,1.0,2.0,14.0,T2,53.31641,Post
6.0,1.0,2.0,15.0,T2,47.105362,Post
6.0,1.0,2.0,16.0,T1,55.770523,Post
6.0,1.0,2.0,17.0,T2,63.957546,Post
6.0,1.0,2.0,18.0,T1,80.301735,Post
6.0,1.0,2.0,19.0,Control,42.37007,Post
6.0,1.0,2.0,20.0,T1,79.32822,Post
6.0,1.0,2.0,21.0,T2,49.2987,Post
6.0,1.0,2.0,22.0,T2,53.25151,Post
6.0,1.0,2.0,23.0,T2,38.340134,Post
6.0,1.0,2.0,24.0,T2,57.684566,Post
6.0,1.0,2.0,25.0,T2,53.676964,Post
6.0,1.0,2.0,26.0,T2,61.77935,Post
6.0,1.0,2.0,27.0,T1,100.88929,Post
6.0,1.0,2.0,28.0,T2,47.254074,Post
6.0,1.0,2.0,29.0,T2,57.64146,Post
6.0,1.0,2.0,30.0,Control,61.81343,Post
6.0,1.0,2.0,31.0,T2,68.07063,Post
6.0,1.0,2.0,32.0,T2,56.800255,Post
6.0,1.0,2.0,33.0,T2,55.586357,Post
6.0,1.0,2.0,34.0,T2,52.770565,Post
6.0,1.0,2.0,35.0,T2,37.71335,Post
6.0,1.0,2.0,36.0,Control,61.63351,Post
6.0,1.0,2.0,37.0,T1,67.10446,Post
6.0,1.0,2.0,38.0,T2,61.026894,Post
6.0,2.0,1.0,1.0,T1,70.74492,Post
6.0,2.0,1.0,2.0,T1,66.32103,Post
6.0,2.0,1.0,3.0,Control,72.00202,Post
6.0,2.0,1.0,4.0,T1,90.49306,Post
6.0,2.0,1.0,5.0,T2,82.64967,Post
6.0,2.0,1.0,6.0,T1,40.725452,Post
6.0,2.0,1.0,7.0,Control,57.372635,Post
6.0,2.0,1.0,8.0,T2,62.52886,Post
6.0,2.0,1.0,9.0,Control,57.469536,Post
6.0,2.0,1.0,10.0,Control,80.57769,Post
6.0,2.0,1.0,11.0,Control,48.185333,Post
6.0,2.0,1.0,12.0,Control,61.753834,Post
6.0,2.0,1.0,13.0,Control,43.7048,Post
6.0,2.0,1.0,14.0,Control,60.822784,Post
6.0,2.0,1.0,15.0,Control,56.49579,Post
6.0,2.0,1.0,16.0,T2,54.433044,Post
6.0,2.0,1.0,17.0,T1,63.476677,Post
6.0,2.0,1.0,18.0,T2,34.06977,Post
6.0,2.0,1.0,19.0,T1,65.33195,Post
6.0,2.0,1.0,20.0,T2,53.992764,Post
6.0,2.0,1.0,21.0,Control,81.66545,Post
6.0,2.0,1.0,22.0,T2,46.498272,Post
6.0,2.0,1.0,23.0,T1,74.184204,Post
6.0,2.0,1.0,24.0,T1,77.11775,Post
6.0,2.0,1.0,25.0,T2,57.30545,Post
6.0,2.0,1.0,26.0,T1,54.185272,Post
6.0,2.0,1.0,27.0,T1,69.23278,Post
6.0,2.0,1.0,28.0,Control,37.296875,Post
6.0,2.0,1.0,29.0,Control,51.07366,Post
6.0,2.0,1.0,30.0,T1,65.58421,Post
6.0,2.0,1.0,31.0,T1,67.250244,Post
6.0,2.0,1.0,32.0,Control,81.55928,Post
6.0,2.0,1.0,33.0,T2,50.665554,Post
6.0,2.0,1.0,34.0,T1,59.059414,Post
6.0,2.0,1.0,35.0,T1,66.0033,Post
6.0,2.0,1.0,36.0,T2,50.235626,Post
6.0,2.0,1.0,37.0,Control,67.01307,Post
6.0,2.0,2.0,1.0,T1,53.152122,Post
6.0,2.0,2.0,2.0,Control,58.60117,Post
6.0,2.0,2.0,3.0,Control,68.90958,Post
6.0,2.0,2.0,4.0,T1,74.80463,Post
6.0,2.0,2.0,5.0,T2,58.9894,Post
6.0,2.0,2.0,6.0,T1,63.786148,Post
6.0,2.0,2.0,7.0,T2,59.922318,Post
6.0,2.0,2.0,8.0,T2,62.793915,Post
6.0,2.0,2.0,9.0,T1,71.80427,Post
6.0,2.0,2.0,10.0,Control,51.131004,Post
6.0,2.0,2.0,11.0,Control,47.85675,Post
6.0,2.0,2.0,12.0,T2,65.324585,Post
6.0,2.0,2.0,13.0,T2,55.44621,Post
6.0,2.0,2.0,14.0,T2,42.041245,Post
6.0,2.0,2.0,15.0,T1,102.524055,Post
6.0,2.0,2.0,16.0,Control,40.962223,Post
6.0,2.0,2.0,17.0,T1,87.61416,Post
6.0,2.0,2.0,18.0,T2,45.51885,Post
6.0,2.0,2.0,19.0,T1,72.9617,Post
6.0,2.0,2.0,20.0,T1,54.773296,Post
6.0,2.0,2.0,21.0,T2,43.644794,Post
6.0,2.0,2.0,22.0,T2,42.824852,Post
6.0,2.0,2.0,23.0,T1,70.31642,Post
6.0,2.0,2.0,24.0,Control,58.091297,Post
6.0,2.0,2.0,25.0,T1,53.9518,Post
6.0,2.0,2.0,26.0,T2,47.91469,Post
6.0,2.0,2.0,27.0,Control,59.00938,Post
6.0,2.0,2.0,28.0,T2,45.656822,Post
6.0,2.0,2.0,29.0,Control,57.846184,Post
6.0,2.0,2.0,30.0,T2,67.85808,Post
6.0,2.0,2.0,31.0,T1,54.626144,Post
6.0,2.0,2.0,32.0,T1,44.50857,Post
6.0,2.0,2.0,33.0,T2,69.38083,Post
6.0,2.0,2.0,34.0,T1,66.94963,Post
6.0,2.0,2.0,35.0,T2,63.379036,Post
6.0,2.0,2.0,36.0,T2,69.82814,Post
6.0,2.0,2.0,37.0,T2,54.919506,Post
6.0,2.0,2.0,38.0,Control,67.943184,Post
7.0,1.0,1.0,1.0,Control,58.819534,Post
7.0,1.0,1.0,2.0,Control,57.1387,Post
7.0,1.0,1.0,3.0,T1,51.782177,Post
7.0,1.0,1.0,4.0,Control,72.906654,Post
7.0,1.0,1.0,5.0,Control,62.21656,Post
7.0,1.0,1.0,6.0,T2,58.94619,Post
7.0,1.0,1.0,7.0,T2,56.16834,Post
7.0,1.0,1.0,8.0,Control,54.078438,Post
7.0,1.0,1.0,9.0,T2,68.437096,Post
7.0,1.0,1.0,10.0,Control,72.60403,Post
7.0,1.0,1.0,11.0,T2,57.19741,Post
7.0,1.0,1.0,12.0,Control,77.13954,Post
7.0,1.0,1.0,13.0,T1,77.57257,Post
7.0,1.0,1.0,14.0,T2,46.04493,Post
7.0,1.0,1.0,15.0,T2,47.65484,Post
7.0,1.0,1.0,16.0,T2,56.490322,Post
7.0,1.0,1.0,17.0,Control,86.55463,Post
7.0,1.0,1.0,18.0,T1,72.35687,Post
7.0,1.0,1.0,19.0,Control,72.95404,Post
7.0,1.0,1.0,20.0,T1,54.726265,Post
7.0,1.0,1.0,21.0,T2,54.5339,Post
7.0,1.0,1.0,22.0,T1,76.64801,Post
7.0,1.0,1.0,23.0,T2,49.020763,Post
7.0,1.0,1.0,24.0,Control,35.648186,Post
7.0,1.0,1.0,25.0,T1,64.17424,Post
7.0,1.0,1.0,26.0,T2,62.651596,Post
7.0,1.0,1.0,27.0,T1,68.77734,Post
7.0,1.0,1.0,28.0,T1,77.00601,Post
7.0,1.0,1.0,29.0,T2,51.693558,Post
7.0,1.0,1.0,30.0,Control,68.327515,Post
7.0,1.0,1.0,31.0,Control,48.79725,Post
7.0,1.0,1.0,32.0,T1,48.39657,Post
7.0,1.0,1.0,33.0,T1,79.429924,Post
7.0,1.0,1.0,34.0,T1,81.234055,Post
7.0,1.0,1.0,35.0,Control,51.897697,Post
7.0,1.0,1.0,36.0,Control,43.63354,Post
7.0,1.0,1.0,37.0,T2,73.03036,Post
7.0,1.0,2.0,1.0,Control,61.912018,Post
7.0,1.0,2.0,2.0,Control,83.26315,Post
7.0,1.0,2.0,3.0,T1,57.611794,Post
7.0,1.0,2.0,4.0,Control,66.30536,Post
7.0,1.0,2.0,5.0,Control,67.3421,Post
7.0,1.0,2.0,6.0,T1,57.487732,Post
7.0,1.0,2.0,7.0,T1,79.641335,Post
7.0,1.0,2.0,8.0,Control,86.56644,Post
7.0,1.0,2.0,9.0,T2,54.659924,Post
7.0,1.0,2.0,10.0,Control,52.793953,Post
7.0,1.0,2.0,11.0,Control,69.20579,Post
7.0,1.0,2.0,12.0,Control,44.809288,Post
7.0,1.0,2.0,13.0,T2,47.654198,Post
7.0,1.0,2.0,14.0,Control,64.5419,Post
7.0,1.0,2.0,15.0,T2,48.471188,Post
7.0,1.0,2.0,16.0,T1,71.86065,Post
7.0,1.0,2.0,17.0,Control,69.05446,Post
7.0,1.0,2.0,18.0,T1,88.118195,Post
7.0,1.0,2.0,19.0,T2,38.011513,Post
7.0,1.0,2.0,20.0,T1,53.524033,Post
7.0,1.0,2.0,21.0,T1,91.78589,Post
7.0,1.0,2.0,22.0,T2,68.70734,Post
7.0,1.0,2.0,23.0,T2,81.35711,Post
7.0,1.0,2.0,24.0,T1,70.001366,Post
7.0,1.0,2.0,25.0,T1,73.22519,Post
7.0,1.0,2.0,26.0,T2,70.46574,Post
7.0,1.0,2.0,27.0,T1,105.95951,Post
7.0,1.0,2.0,28.0,T2,57.519436,Post
7.0,1.0,2.0,29.0,T2,55.41787,Post
7.0,1.0,2.0,30.0,T2,65.796585,Post
7.0,1.0,2.0,31.0,T1,91.390396,Post
7.0,1.0,2.0,32.0,T2,58.404457,Post
7.0,1.0,2.0,33.0,T2,50.142944,Post
7.0,1.0,2.0,34.0,Control,71.95372,Post
7.0,1.0,2.0,35.0,T1,92.94247,Post
7.0,1.0,2.0,36.0,T1,65.06261,Post
7.0,1.0,2.0,37.0,T2,62.14504,Post
7.0,1.0,2.0,38.0,Control,81.61644,Post
7.0,2.0,1.0,1.0,T2,77.230965,Post
7.0,2.0,1.0,2.0,Control,65.52833,Post
7.0,2.0,1.0,3.0,T2,38.98604,Post
7.0,2.0,1.0,4.0,T1,72.95517,Post
7.0,2.0,1.0,5.0,T2,62.418507,Post
7.0,2.0,1.0,6.0,T1,43.847145,Post
7.0,2.0,1.0,7.0,T2,65.51151,Post
7.0,2.0,1.0,8.0,Control,40.03828,Post
7.0,2.0,1.0,9.0,T1,83.386406,Post
7.0,2.0,1.0,10.0,T2,55.301052,Post
7.0,2.0,1.0,11.0,Control,74.615105,Post
7.0,2.0,1.0,12.0,T1,53.134163,Post
7.0,2.0,1.0,13.0,Control,39.971176,Post
7.0,2.0,1.0,14.0,T2,37.969418,Post
7.0,2.0,1.0,15.0,T2,61.380775,Post
7.0,2.0,1.0,16.0,Control,71.41625,Post
7.0,2.0,1.0,17.0,Control,65.054276,Post
7.0,2.0,1.0,18.0,T2,57.073288,Post
7.0,2.0,1.0,19.0,T1,72.85496,Post
7.0,2.0,1.0,20.0,Control,57.43752,Post
7.0,2.0,1.0,21.0,T2,53.49559,Post
7.0,2.0,1.0,22.0,T1,47.18636,Post
7.0,2.0,1.0,23.0,T1,68.196335,Post
7.0,2.0,1.0,24.0,Control,53.403557,Post
7.0,2.0,1.0,25.0,T2,52.14918,Post
7.0,2.0,1.0,26.0,T2,57.038986,Post
7.0,2.0,1.0,27.0,T1,61.008087,Post
7.0,2.0,1.0,28.0,T2,61.661285,Post
7.0,2.0,1.0,29.0,T2,67.029045,Post
7.0,2.0,1.0,30.0,T2,67.21667,Post
7.0,2.0,1.0,31.0,Control,83.8974,Post
7.0,2.0,1.0,32.0,Control,62.327957,Post
7.0,2.0,1.0,33.0,T2,72.305336,Post
7.0,2.0,1.0,34.0,T2,56.754284,Post
7.0,2.0,1.0,35.0,T2,71.86989,Post
7.0,2.0,1.0,36.0,T1,58.147312,Post
7.0,2.0,1.0,37.0,T1,80.9888,Post
7.0,2.0,2.0,1.0,T2,47.042522,Post
7.0,2.0,2.0,2.0,T2,38.589306,Post
7.0,2.0,2.0,3.0,Control,59.470955,Post
7.0,2.0,2.0,4.0,T1,80.836075,Post
7.0,2.0,2.0,5.0,Control,65.51342,Post
7.0,2.0,2.0,6.0,T1,82.436264,Post
7.0,2.0,2.0,7.0,T2,55.634224,Post
7.0,2.0,2.0,8.0,T2,64.618546,Post
7.0,2.0,2.0,9.0,T1,84.628975,Post
7.0,2.0,2.0,10.0,T1,56.67479,Post
7.0,2.0,2.0,11.0,T1,79.561,Post
7.0,2.0,2.0,12.0,T1,66.66823,Post
7.0,2.0,2.0,13.0,Control,62.686714,Post
7.0,2.0,2.0,14.0,T2,70.23737,Post
7.0,2.0,2.0,15.0,T2,60.58183,Post
7.0,2.0,2.0,16.0,T1,74.853386,Post
7.0,2.0,2.0,17.0,T1,65.8563,Post
7.0,2.0,2.0,18.0,T2,68.38025,Post
7.0,2.0,2.0,19.0,T1,65.393135,Post
7.0,2.0,2.0,20.0,Control,44.887012,Post
7.0,2.0,2.0,21.0,Control,92.62813,Post
